State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Karnataka,Raichur,"Sindhanur APMC","Foxtail Millet(Navane)","Navane Hybrid",Local,21/04/2026,3150,3150,3150
Karnataka,Davangere,"Honnali APMC",Brinjal,Brinjal,Local,21/04/2026,1200,1500,1400
Karnataka,Davangere,"Honnali APMC",Coconut,Grade-I,Local,21/04/2026,22000,22000,22000
Karnataka,Davangere,"Honnali APMC",Arecanut(Betelnut/Supari),Sippegotu,Medium,21/04/2026,10000,10000,10000
Karnataka,Shimoga,"Shikaripura APMC",Rice,"Pusa Basmati Raw (Old)",Small,21/04/2026,3400,3400,3400
Karnataka,Shimoga,"Shikaripura APMC",Arecanut(Betelnut/Supari),Rashi,Small,21/04/2026,48000,52299,49805
Karnataka,Bangalore,"Doddaballa Pur APMC","Banana - Green","Banana - Green",Medium,21/04/2026,3500,4500,4000
Karnataka,Chamrajnagar,"Gundlupet APMC","Kulthi(Horse Gram)","Horse gram (Whole)",Local,21/04/2026,3500,4000,3500
Karnataka,Chamrajnagar,"Chamaraj Nagar APMC",Paddy(Common),"Paddy Medium",Local,21/04/2026,2000,2000,2000
Karnataka,Chamrajnagar,"Chamaraj Nagar APMC",Carrot,Carrot,Local,21/04/2026,1500,2000,1750
Karnataka,Chamrajnagar,"Chamaraj Nagar APMC",Beetroot,Beetroot,Local,21/04/2026,1500,2000,1750
Karnataka,Kolar,"Bangarpet APMC",Onion,Onion,Local,21/04/2026,1000,2000,1500
Karnataka,Kolar,"Bangarpet APMC",Cauliflower,Local,Local,21/04/2026,800,1300,1000
Karnataka,Kolar,"Bangarpet APMC",Cabbage,Cabbage,Local,21/04/2026,300,500,300
Karnataka,Kolar,"Bangarpet APMC",Cucumbar(Kheera),Cucumbar,Local,21/04/2026,700,1700,1200
Karnataka,Bangalore,"Ramanagara APMC",Brinjal,Round,Local,21/04/2026,2400,3500,3200
Karnataka,Bangalore,"Ramanagara APMC",Snakeguard,Snakeguard,Local,21/04/2026,2400,3200,3000
Karnataka,Bangalore,"Ramanagara APMC",Cucumbar(Kheera),Cucumbar,Local,21/04/2026,2800,3100,3000
Karnataka,Bangalore,"Ramanagara APMC",Raddish,Raddish,Local,21/04/2026,2400,3200,3000
Karnataka,Bangalore,"Ramanagara APMC",Capsicum,Capsicum,Local,21/04/2026,2400,3500,3000
Karnataka,Koppal,"Kustagi APMC","Foxtail Millet(Navane)","Navane Hybrid",Medium,21/04/2026,2620,2620,2620
Karnataka,Raichur,"Lingasugur APMC","Arhar(Tur/Red Gram)(Whole)","Arhar (Whole)",Non-FAQ,21/04/2026,7300,7450,7400
Karnataka,"Karwar(Uttar Kannad)","Haliyala APMC",Paddy(Common),"Paddy Medium",Local,21/04/2026,2300,2450,2350
Gujarat,Surat,"Surat APMC",Potato,Other,FAQ,21/04/2026,400,1500,950
Gujarat,Surat,"Surat APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,2000,4500,3250
Gujarat,Surat,"Surat APMC",Lemon,Other,FAQ,21/04/2026,6000,14000,10000
Gujarat,Surat,"Surat APMC",Cucumbar(Kheera),Cucumbar,FAQ,21/04/2026,600,2800,1700
Gujarat,Surat,"Surat APMC",Yam(Ratalu),Other,FAQ,21/04/2026,5000,6500,5750
Gujarat,Surat,"Surat APMC",Pumpkin,Other,FAQ,21/04/2026,800,2300,1550
Gujarat,Surat,"Surat APMC",Ginger(Green),"Green Ginger",FAQ,21/04/2026,2000,4300,3150
Gujarat,Surat,"Surat APMC",Brinjal,Brinjal,FAQ,21/04/2026,1200,3000,2100
Gujarat,Surat,"Surat APMC",Cauliflower,Cauliflower,FAQ,21/04/2026,800,3500,2150
Gujarat,Surat,"Surat APMC",Cowpea(Veg),"Cowpea (Veg)",FAQ,21/04/2026,2000,5000,3500
Gujarat,Surat,"Surat APMC",Carrot,Carrot,FAQ,21/04/2026,1000,2000,1500
Chattisgarh,Rajnandgaon,"Kheragarh APMC",Wheat,"MP Sharbati",Non-FAQ,21/04/2026,1700,1900,1800
Chattisgarh,Dantewada,"Gidam APMC","Tamarind Fruit","With Seed 1Variety",Non-FAQ,21/04/2026,2800,3000,2900
Telangana,Adilabad,"Boath APMC",Maize,Local,Local,21/04/2026,2400,2400,2400
Telangana,Khammam,"Burgampadu APMC",Paddy(Common),"Samba Masuri",FAQ,21/04/2026,2389,2389,2389
Telangana,Karimnagar,"Karimnagar APMC","Cluster beans","Cluster Beans",Local,21/04/2026,2000,2000,2000
Telangana,Karimnagar,"Karimnagar APMC","Bhindi(Ladies Finger)",Bhindi,Medium,21/04/2026,2000,2000,2000
Telangana,Karimnagar,"Karimnagar APMC",Brinjal,Brinjal,Local,21/04/2026,666.6667,1000.00005,833.333375
Telangana,Karimnagar,"Choppadandi APMC","Arhar(Tur/Red Gram)(Whole)",Hybrid,Non-FAQ,21/04/2026,6166,6900,6900
Haryana,Fatehabad,"Fatehabad APMC",Cucumbar(Kheera),Other,Local,21/04/2026,900,1000,900
Haryana,Fatehabad,"Fatehabad APMC","Mousambi(Sweet Lime)",Other,Local,21/04/2026,5000,5000,5000
Kerala,Kannur,"Payyannur APMC",Pumpkin,Other,Local,21/04/2026,2500,2700,2600
Kerala,Kollam,"Kollam APMC",Ginger(Green),Other,Local,21/04/2026,9300,10000,9700
Kerala,Kollam,"Kollam APMC","Bitter gourd","Bitter Gourd",Local,21/04/2026,6400,7000,6700
Kerala,Malappuram,"Manjeri APMC",Cauliflower,Other,Local,21/04/2026,2950,3050,3000
Kerala,Malappuram,"Manjeri APMC",Garlic,Garlic,Local,21/04/2026,14900,15000,14950
Kerala,Malappuram,"Manjeri APMC",Ginger(Green),Other,Local,21/04/2026,6900,7000,6950
Kerala,Malappuram,"Manjeri APMC","French Beans(Frasbean)","French Beans (Frasbean)",Local,21/04/2026,6800,6900,6850
Kerala,Malappuram,"Manjeri APMC",Tomato,Other,Local,21/04/2026,3400,3450,3400
Kerala,Malappuram,"Manjeri APMC",Chikoos(Sapota),Other,Local,21/04/2026,3400,3500,3450
Kerala,Malappuram,"Manjeri APMC",Grapes,Other,Local,21/04/2026,5000,5100,5050
Kerala,Malappuram,"Manjeri APMC","Water Melon",Other,Local,21/04/2026,2000,2100,2050
Kerala,Malappuram,"Manjeri APMC",Orange,Other,Local,21/04/2026,8000,8100,8020
Kerala,Malappuram,"Manjeri APMC",Coconut,Coconut,Local,21/04/2026,4700,4750,4750
Kerala,Malappuram,"Manjeri APMC",Amaranthus,Other,Local,21/04/2026,1900,2000,1950
Kerala,Malappuram,"Manjeri APMC","Bhindi(Ladies Finger)",Other,Local,21/04/2026,4900,5000,4950
Kerala,Palakad,"Palakkad APMC","Green Gram(Moong)(Whole)","Green (Whole)",FAQ,21/04/2026,11500,12500,12100
Kerala,Palakad,"Palakkad APMC","Green Peas","Green Peas",FAQ,21/04/2026,6800,8000,7500
Kerala,Palakad,"Palakkad APMC","Green Gram(Moong)(Whole)","Green Gram Dhall-I",FAQ,21/04/2026,12000,14000,13100
Kerala,Palakad,"Palakkad APMC",Ashgourd,Ashgourd,Large,21/04/2026,1000,2000,1600
Kerala,Palakad,"Palakkad APMC","Bottle gourd","Bottle Gourd",FAQ,21/04/2026,3500,4000,3800
Kerala,Palakad,"Palakkad APMC",Garlic,Garlic,FAQ,21/04/2026,15000,16000,15600
Kerala,Palakad,"Palakkad APMC",Drumstick,Drumstick,FAQ,21/04/2026,3300,4000,3700
Kerala,Palakad,"Palakkad APMC",Cauliflower,Cauliflower,FAQ,21/04/2026,4000,5000,4600
Kerala,Palakad,"Palakkad APMC",Onion,Small,FAQ,21/04/2026,5200,6000,5700
Kerala,Palakad,"Palakkad APMC",Ginger(Green),"Green Ginger",FAQ,21/04/2026,6200,7000,6700
Kerala,Palakad,"Palakkad APMC",Pumpkin,Pumpkin,FAQ,21/04/2026,1000,2000,1600
Kerala,Palakad,"Palakkad APMC","Elephant Yam(Suran)/Amorphophallus",Other,FAQ,21/04/2026,2000,3000,2600
Kerala,Wayanad,"Sultan bathery APMC","Banana - Green",Other,Local,21/04/2026,2795,2800,2800
Punjab,Fazilka,"Fazilka APMC",Grapes,Green,Medium,21/04/2026,12000,12000,12000
Punjab,Fazilka,"Fazilka APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,3500,3500,3500
Punjab,Fazilka,"Fazilka APMC",Tinda,Tinda,FAQ,21/04/2026,3500,3500,3500
"Uttar Pradesh",Agra,"Jagnair APMC",Wheat,Medium,FAQ,21/04/2026,2350,2350,2350
Odisha,Rayagada,"Gunpur APMC",Cabbage,Cabbage,FAQ,21/04/2026,3100,4000,3500
Odisha,Koraput,"Jeypore APMC",Cabbage,Other,"Grade B",21/04/2026,2000,2000,2000
Punjab,Gurdaspur,"Batala APMC","Green Chilli",Other,"Grade C",21/04/2026,300,3500,3200
Punjab,Gurdaspur,"Batala APMC",Brinjal,Round,"Grade C",21/04/2026,2000,2500,2200
Punjab,Ludhiana,"Khanna APMC",Guava,Guava,"Grade A",21/04/2026,3000,3000,3000
Punjab,Ludhiana,"Khanna APMC",Brinjal,Round,"Grade A",21/04/2026,1500,1500,1500
Punjab,Ludhiana,"Khanna APMC","Green Chilli","Green Chilly","Grade A",21/04/2026,2500,2500,2500
Punjab,Ludhiana,"Khanna APMC",Cabbage,Other,"Grade A",21/04/2026,700,700,700
Punjab,Ludhiana,"Khanna APMC",Orange,Orange,"Grade A",21/04/2026,6000,6000,6000
Punjab,Ludhiana,"Khanna APMC",Ginger(Green),"Green Ginger","Grade A",21/04/2026,4000,4000,4000
Punjab,Ludhiana,"Khanna APMC","Karbuja(Musk Melon)",Other,"Grade A",21/04/2026,1500,1500,1500
Punjab,Ludhiana,"Jagraon APMC",Banana,Other,"Grade A",21/04/2026,2500,2500,2500
Punjab,Ludhiana,"Jagraon APMC","Bhindi(Ladies Finger)",Other,FAQ,21/04/2026,2500,2500,2500
Punjab,Ludhiana,"Jagraon APMC",Lemon,Other,FAQ,21/04/2026,6000,6000,6000
Punjab,Ludhiana,"Jagraon APMC","French Beans(Frasbean)",Other,FAQ,21/04/2026,2500,2500,2500
Punjab,Ludhiana,"Jagraon APMC",Onion,Other,FAQ,21/04/2026,1100,1100,1100
Punjab,Muktsar,"Muktsar APMC",Grapes,Green,Medium,21/04/2026,7000,12000,9500
Punjab,Muktsar,"Muktsar APMC",Chikoos(Sapota),Other,Medium,21/04/2026,1500,3000,2200
Punjab,Muktsar,"Muktsar APMC","Karbuja(Musk Melon)",Karbhuja,Medium,21/04/2026,1000,1800,1400
Punjab,Muktsar,"Muktsar APMC",Mango,Other,Medium,21/04/2026,6000,10000,8000
Punjab,Muktsar,"Muktsar APMC",Cucumbar(Kheera),Cucumbar,Medium,21/04/2026,500,1500,1000
Punjab,Muktsar,"Muktsar APMC",Capsicum,Capsicum,Medium,21/04/2026,800,1400,1100
Punjab,Muktsar,"Muktsar APMC","Green Chilli","Green Chilly",Medium,21/04/2026,1500,4500,3000
Punjab,Muktsar,"Muktsar APMC",Tomato,Tomato,Medium,21/04/2026,700,1700,1200
"Andhra Pradesh",Kurnool,"Kurnool APMC","Arhar(Tur/Red Gram)(Whole)",Local,Non-FAQ,21/04/2026,2750,7480,7280
"Andhra Pradesh",Kurnool,"Kurnool APMC",Ajwan,Other,FAQ,21/04/2026,5811,22688,17699
"Andhra Pradesh",Kurnool,"Kurnool APMC",Groundnut,Local,Non-FAQ,21/04/2026,4500,6591,6150
Punjab,Patiala,"Patiala APMC",Pomegranate,Pomogranate,"Grade A",21/04/2026,10000,13000,12000
Punjab,Patiala,"Patiala APMC",Apple,Apple,"Grade A",21/04/2026,10000,11000,10500
Punjab,Patiala,"Patiala APMC","Bhindi(Ladies Finger)",Bhindi,"Grade B",21/04/2026,4000,5200,5000
Punjab,Patiala,"Patiala APMC",Cauliflower,Cauliflower,"Grade B",21/04/2026,2000,3000,2800
Punjab,Patiala,"Patran APMC","Karbuja(Musk Melon)",Karbhuja,"Grade A",21/04/2026,3450,3450,3450
Punjab,Patiala,"Patran APMC","Bhindi(Ladies Finger)",Other,"Grade A",21/04/2026,2835,2835,2835
Punjab,Sangrur,"Dhuri APMC",Pumpkin,Pumpkin,Medium,21/04/2026,1000,1400,1100
Punjab,Sangrur,"Dhuri APMC",Banana,"Banana - Ripe",Medium,21/04/2026,1800,2100,2000
Punjab,Sangrur,"Dhuri APMC",Apple,Apple,Medium,21/04/2026,9500,10000,9800
Rajasthan,Chittorgarh,"Nimbahera APMC",Groundnut,Other,FAQ,21/04/2026,6000,7901,6951
Rajasthan,Kota,"Kota APMC",Mustard,Mustard,Local,21/04/2026,6400,6400,6400
Rajasthan,Kota,"Kota APMC","Corriander seed",Other,Local,21/04/2026,13000,13000,13000
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Ginger(Dry),Dry,FAQ,21/04/2026,5500,5600,5550
Rajasthan,Jaipur,"Jaipur (F&V) APMC","Karbuja(Musk Melon)",Karbhuja,Medium,21/04/2026,2500,4000,3250
Rajasthan,Jaipur,"Jaipur (F&V) APMC","Water Melon",Other,Medium,21/04/2026,800,1400,1100
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Cauliflower,Other,FAQ,21/04/2026,1800,2000,1900
Rajasthan,Jaipur,"Jaipur (F&V) APMC","Cluster beans","Cluster Beans",FAQ,21/04/2026,2000,3000,2500
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Mango,Safeda,Medium,21/04/2026,4000,10000,7000
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Coriander(Leaves),Coriander,FAQ,21/04/2026,1500,2000,1750
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Garlic,Average,FAQ,21/04/2026,2000,10000,6000
Rajasthan,Jaipur,"Jaipur (F&V) APMC",Carrot,Carrot,FAQ,21/04/2026,1000,1500,1250
Rajasthan,Jaipur,"Jaipur (Grain) APMC",Sugar,Chini,"Grade Range-2",21/04/2026,4400,4400,4400
Rajasthan,Churu,"Sadulpur APMC","Bajra(Pearl Millet/Cumbu)",Local,Local,21/04/2026,1700,1800,1750
"Uttar Pradesh",Kanpur,"Kanpur(Grain) APMC",Onion,Other,FAQ,21/04/2026,1000,1000,1000
Gujarat,Patan,"Sami APMC",Mustard,"Big 100 Kg",Local,21/04/2026,5000,5750,5500
Gujarat,Patan,"Sami APMC",Soanf,Other,Local,21/04/2026,6000,7500,7000
Gujarat,Patan,"Sami APMC","Castor Seed","Castor seed",Local,21/04/2026,6200,6300,6250
"Uttar Pradesh",Lalitpur,"Lalitpur APMC",Wheat,Dara,FAQ,21/04/2026,2350,2350,2350
"Uttar Pradesh",Lalitpur,"Lalitpur APMC",Apple,Other,Medium,21/04/2026,8620,8720,8670
"Uttar Pradesh",Lucknow,"Lucknow APMC",Arecanut(Betelnut/Supari),Other,FAQ,21/04/2026,23000,23000,23000
"Uttar Pradesh",Sambhal,"Muradabad APMC",Onion,Other,FAQ,21/04/2026,1000,1000,1000
"Uttar Pradesh",Sambhal,"Muradabad APMC","Pegeon Pea(Arhar Fali)",Other,FAQ,21/04/2026,7000,7000,7000
"Uttar Pradesh",Shahjahanpur,"Shahjahanpur APMC",Wheat,Dara,FAQ,21/04/2026,2400,2480,2408.63
"Uttar Pradesh",Sitapur,"Sitapur APMC",Rice,Common,Local,21/04/2026,2350,2400,2380
"West Bengal","North 24 Parganas","Barasat APMC",Onion,Other,FAQ,21/04/2026,1000,1000,1000
"West Bengal","North 24 Parganas","Barasat APMC",Brinjal,Other,FAQ,21/04/2026,6000,6000,6000
"West Bengal","Purba Bardhaman","Kalna APMC",Rice,Fine,FAQ,21/04/2026,3850,3900,3900
"West Bengal","Purba Bardhaman","Kalna APMC","Green Chilli","Green Chilly",FAQ,21/04/2026,5000,5200,5100
"West Bengal","Purba Bardhaman","Kalna APMC",Rice,Other,FAQ,21/04/2026,3050,3080,3050
Uttarakhand,Udhamsinghnagar,"Kashipur APMC","Bhindi(Ladies Finger)",Other,Local,21/04/2026,2100,2300,2200
"West Bengal",Hooghly,"Pandua APMC",Tomato,Deshi,FAQ,21/04/2026,1000,1200,1100
"West Bengal",Hooghly,"Pandua APMC",Potato,Jyoti,FAQ,21/04/2026,620,680,660
"West Bengal",Nadia,"Bethuadahari APMC",Rice,Fine,"Grade Range-1",21/04/2026,4750,4900,4800
"West Bengal",Nadia,"Bethuadahari APMC",Onion,Nasik,"Grade A",21/04/2026,1300,1500,1400
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC",Brinjal,Other,Medium,21/04/2026,1200,2000,1500
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC","Bhindi(Ladies Finger)",Other,Medium,21/04/2026,2000,3000,2500
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC","Bitter gourd",Other,Medium,21/04/2026,2000,2500,2200
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC",Ginger(Green),Other,Medium,21/04/2026,6000,7500,7000
Uttarakhand,Udhamsinghnagar,"Rudrapur APMC","Green Chilli",Other,Medium,21/04/2026,2000,2500,2200
Gujarat,Bharuch,"Ankleshwar APMC",Potato,Potato,"Grade A",21/04/2026,600,1500,1000
Gujarat,Bharuch,"Ankleshwar APMC","Pointed gourd(Parval)","Pointed gourd (Parval)","Grade A",21/04/2026,3500,4500,4000
Gujarat,Bharuch,"Ankleshwar APMC",Cauliflower,Cauliflower,"Grade A",21/04/2026,800,1400,1100
"Andhra Pradesh",Palnadu,"Gurazala APMC","Chili Red",Red,"Grade Range-1",21/04/2026,12000,23000,19000
Haryana,Rewari,"Rewari APMC",Potato,Other,Medium,21/04/2026,600,800,700
"Himachal Pradesh",Solan,"PMY Kather Solan",Cabbage,Other,Medium,21/04/2026,700,1000,800
"Himachal Pradesh",Solan,"PMY Kather Solan","Water Melon",Other,Medium,21/04/2026,1500,1800,1700
Punjab,Hoshiarpur,"Mukerian APMC",Cauliflower,Cauliflower,"Grade B",21/04/2026,1500,2500,2000
Punjab,Hoshiarpur,"Mukerian APMC",Cucumbar(Kheera),Cucumbar,"Grade B",21/04/2026,1000,1400,1200
Punjab,Hoshiarpur,"Mukerian APMC",Onion,Onion,"Grade B",21/04/2026,1300,1500,1400
Punjab,Hoshiarpur,"Mukerian APMC",Brinjal,Brinjal,"Grade B",21/04/2026,1500,2500,2000
Punjab,Ludhiana,"Samrala APMC",Brinjal,Other,Local,21/04/2026,1400,1800,1600
Punjab,"Ropar (Rupnagar)","Ropar APMC",Mango,Safeda,Medium,21/04/2026,9500,11000,10000
Punjab,"Ropar (Rupnagar)","Ropar APMC",Onion,Nasik,Non-FAQ,21/04/2026,1500,1700,1600
Punjab,"Ropar (Rupnagar)","Ropar APMC",Tomato,Other,Non-FAQ,21/04/2026,2200,2600,2400
Punjab,"Ropar (Rupnagar)","Ropar APMC",Potato,Local,Non-FAQ,21/04/2026,600,800,700
Haryana,Kaithal,"Pundri APMC",Potato,Other,FAQ,21/04/2026,800,900,850
Rajasthan,Barmer,"Barmer APMC","Moath Dal","Moath (W)","Grade Range-1",21/04/2026,4550,4750,4650
Rajasthan,Kota,"Ramganjmandi APMC",Linseed,Other,Local,21/04/2026,7951,8700,8502
Tripura,Unokoti,"Pabiacherra APMC","Bitter gourd",Other,FAQ,21/04/2026,3600,3800,3700
Tripura,Unokoti,"Pabiacherra APMC",Fish,Rahu(Andhra),FAQ,21/04/2026,14900,15100,15000
Tripura,Unokoti,"Pabiacherra APMC",Potato,Local,FAQ,21/04/2026,900,1100,1000
Punjab,Ludhiana,"Ludhiana APMC",Lemon,Other,FAQ,21/04/2026,5000,10000,7000
Punjab,Ludhiana,"Ludhiana APMC","Water Melon",Other,Medium,21/04/2026,500,1000,700
Punjab,Ludhiana,"Ludhiana APMC","Bhindi(Ladies Finger)",Other,FAQ,21/04/2026,1200,1800,1500
Punjab,Ludhiana,"Ludhiana APMC",Cabbage,Other,FAQ,21/04/2026,200,400,300
Punjab,Ludhiana,"Ludhiana APMC","Green Chilli",Other,FAQ,21/04/2026,1300,2200,1500
Punjab,Ludhiana,"Ludhiana APMC","Squash(Chappal Kadoo)",Other,FAQ,21/04/2026,800,1300,1000
Punjab,Ludhiana,"Ludhiana APMC",Capsicum,Other,FAQ,21/04/2026,300,1000,500
"Uttar Pradesh",Gonda,"Gonda APMC",Paddy(Common),Common,FAQ,21/04/2026,1760,1760,1760
"West Bengal",Nadia,"Nadia APMC",Rice,Fine,FAQ,21/04/2026,4900,5100,5000
"West Bengal",Nadia,"Nadia APMC","Bitter gourd","Bitter Gourd",FAQ,21/04/2026,3800,4000,3900
"West Bengal",Nadia,"Nadia APMC",Onion,Local,FAQ,21/04/2026,1300,1500,1400
Goa,"North Goa","Mapusa APMC",Potato,Potato,FAQ,21/04/2026,1000,1400,1200
Goa,"North Goa","Mapusa APMC","Mousambi(Sweet Lime)",Mousambi,Medium,21/04/2026,4000,5000,4500
Goa,"North Goa","Mapusa APMC",Grapes,Green,Medium,21/04/2026,3000,5000,4000
Kerala,Kottayam,"Pampady APMC",Cowpea(Veg),"Cowpea (Veg)",FAQ,21/04/2026,4500,6000,5500
Kerala,Kottayam,"Pampady APMC",Colacasia,Other,FAQ,21/04/2026,3000,4500,4000
Kerala,Kottayam,"Pampady APMC",Brinjal,Brinjal,FAQ,21/04/2026,3300,4500,4000
Kerala,Kottayam,"Pampady APMC",Cabbage,Cabbage,FAQ,21/04/2026,2300,4000,3000
Kerala,Kottayam,"Pampady APMC","Elephant Yam(Suran)/Amorphophallus",Other,FAQ,21/04/2026,4000,5000,4500
Haryana,Ambala,"Naraingarh APMC","Mousambi(Sweet Lime)",Mousambi,Medium,21/04/2026,4000,4000,4000
Haryana,Ambala,"Naraingarh APMC",Pumpkin,Pumpkin,Medium,21/04/2026,225,500,400
Haryana,Ambala,"Naraingarh APMC",Cabbage,Cabbage,Medium,21/04/2026,500,500,500
Haryana,Ambala,"Naraingarh APMC",Pomegranate,Pomogranate,Medium,21/04/2026,7000,10000,8000
Haryana,Ambala,"Naraingarh APMC","Karbuja(Musk Melon)",Karbhuja,Medium,21/04/2026,1000,2000,1500
Haryana,Ambala,"Naraingarh APMC",Brinjal,Brinjal,Medium,21/04/2026,1000,1500,1300
Haryana,Ambala,"Naraingarh APMC","Bitter gourd","Bitter Gourd",Medium,21/04/2026,1000,2000,1500
Telangana,"Bhadradri Kothagudem","Nuguru Charla APMC",Paddy(Common),1001,FAQ,21/04/2026,2360,2380,2370
Haryana,Mahendragarh-Narnaul,"Mohindergarh APMC",Mustard,Other,FAQ,21/04/2026,6200,6200,6200
Odisha,Nayagarh,"Bahadajholla APMC",Pumpkin,Other,"Grade B",21/04/2026,1450,1500,1500
Odisha,Sundergarh,"Panposh APMC","Bhindi(Ladies Finger)",Other,FAQ,21/04/2026,4500,5200,5000
Odisha,Sundergarh,"Panposh APMC",Cauliflower,Local,FAQ,21/04/2026,2500,3200,3000
Odisha,Sundergarh,"Panposh APMC",Cucumbar(Kheera),Other,FAQ,21/04/2026,3500,4200,4000
Uttarakhand,Nanital,"Haldwani APMC",Onion,Other,FAQ,21/04/2026,1000,1500,1200
Uttarakhand,"Garhwal (Pauri)","Kotadwara APMC",Capsicum,Capsicum,FAQ,21/04/2026,2000,2000,2000
Uttarakhand,"Garhwal (Pauri)","Kotadwara APMC",Orange,Orange,Local,21/04/2026,2200,2200,2200
Uttarakhand,"Garhwal (Pauri)","Kotadwara APMC",Potato,Potato,FAQ,21/04/2026,800,800,800
Uttarakhand,Nanital,"Ramnagar APMC",Brinjal,Other,Local,21/04/2026,1800,2500,2000
Uttarakhand,Nanital,"Ramnagar APMC","Bhindi(Ladies Finger)",Other,Local,21/04/2026,2500,3500,3000
"Andhra Pradesh",Nellore,"Sarvepalli APMC",Lime,Lime,"Grade A",21/04/2026,10000,17000,14000
Odisha,Cuttack,"Rairangpur APMC",Tomato,Hybrid,"Grade A",21/04/2026,800,2000,1200
Haryana,Sonipat,"Sonepat APMC",Tomato,Local,FAQ,21/04/2026,1200,1500,1200
Haryana,Sonipat,"Sonepat APMC",Brinjal,Other,FAQ,21/04/2026,1000,1500,1000
Haryana,Mewat,"Punhana APMC",Chikoos(Sapota),Other,Medium,21/04/2026,3000,3000,3000
Haryana,Mewat,"Punhana APMC",Mango,Other,Medium,21/04/2026,5000,5000,5000
Haryana,Mewat,"Punhana APMC","Mousambi(Sweet Lime)",Other,Medium,21/04/2026,2500,2500,2500
Odisha,Kendrapara,"Pattamundai APMC",Cucumbar(Kheera),Cucumbar,"Grade A",21/04/2026,4000,4000,4000
Uttarakhand,Haridwar,"Haridwar Union APMC",Papaya,Other,"Grade C",21/04/2026,1800,2500,2000
Uttarakhand,Haridwar,"Haridwar Union APMC",Cabbage,Other,FAQ,21/04/2026,200,400,300
Rajasthan,Bharatpur,"Bayana APMC",Onion,Onion,Local,21/04/2026,1800,1800,1800
Rajasthan,Hanumangarh,"Rawatsar APMC",Potato,"Red Nanital",FAQ,21/04/2026,500,500,500
Rajasthan,Hanumangarh,"Rawatsar APMC",Onion,"1st Sort",FAQ,21/04/2026,800,800,800
Rajasthan,Jhalawar,"Khanpur APMC",Soyabean,Soyabeen,FAQ,21/04/2026,4600,5675,5455
Rajasthan,Baran,"Atru APMC",Soyabean,Other,Local,21/04/2026,4900,5600,5250
Rajasthan,Baran,"Atru APMC",Linseed,Other,Local,21/04/2026,7282,7282,7282
Rajasthan,Dausa,"Mandawar APMC",Mustard,Other,FAQ,21/04/2026,5922,6950,6493
Rajasthan,Ganganagar,"Sri Karanpur APMC",Mustard,Mustard,FAQ,21/04/2026,6248,6509,6348
Rajasthan,Ganganagar,"Sri Karanpur APMC",Wheat,Other,FAQ,21/04/2026,2301,2301,2301
Punjab,Hoshiarpur,"Garh Shankar APMC",Ginger(Dry),Vegitable-fresh,FAQ,21/04/2026,5500,5500,5500
Punjab,Hoshiarpur,"Garh Shankar APMC",Capsicum,Capsicum,FAQ,21/04/2026,1600,1600,1600
Punjab,Hoshiarpur,"Garh Shankar APMC",Apple,Apple,Medium,21/04/2026,8500,8500,8500
Punjab,Hoshiarpur,"Garh Shankar APMC","Karbuja(Musk Melon)",Karbhuja,Medium,21/04/2026,2200,2200,2200
Punjab,Ludhiana,"Doraha APMC","Green Chilli",Other,Local,21/04/2026,2200,4000,3500
Punjab,Ludhiana,"Doraha APMC","Bitter gourd",Other,Local,21/04/2026,2500,2500,2500
Punjab,Ludhiana,"Doraha APMC",Onion,Medium,Local,21/04/2026,1800,2200,2000
Punjab,Ludhiana,"Doraha APMC","French Beans(Frasbean)","French Beans (Frasbean)",Local,21/04/2026,3000,3000,3000
Punjab,Ludhiana,"Hathur APMC",Wheat,Other,"Grade Range-1",21/04/2026,2585,2585,2585
Punjab,Moga,"Nihal Singh Wala APMC",Potato,Potato,FAQ,21/04/2026,400,400,400
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib APMC",Garlic,Average,Local,21/04/2026,6000,6000,6000
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib APMC","Green Chilli","Green Chilly",Medium,21/04/2026,4000,4000,4000
Odisha,Sambalpur,"Rairakhol APMC",Onion,Onion,"Grade B",21/04/2026,1200,2000,1500
Odisha,Sundergarh,"Sargipali APMC","Green Chilli",Other,FAQ,21/04/2026,6200,6800,6500
Odisha,Mayurbhanja,"Udala APMC",Fish,Fish,Local,21/04/2026,18700,18700,18700
Odisha,Mayurbhanja,"Udala APMC",Tomato,Other,FAQ,21/04/2026,2000,2000,2000
Odisha,Mayurbhanja,"Udala APMC","Bhindi(Ladies Finger)",Bhindi,FAQ,21/04/2026,2500,2500,2500
Odisha,Mayurbhanja,"Udala APMC",Pumpkin,Pumpkin,FAQ,21/04/2026,1500,1500,1500
